131834,TLE,add RCX_TAG_NETPLC_IO_HANDLER,added \nRCX_TAG_NETPLC_IO_HANDLER_ENABLE  0x10A30000\n         RCX_TAG_NETPLC_IO_HANDLER_DIGITAL 0x10A30001\n         RCX_TAG_NETPLC_IO_HANDLER_ANALOG  0x10A30002,
131833,TLE,updated RCX_TAG_ETHERNET_PARAMS,updated RCX_TAG_ETHERNET_PARAMS 0x100f0000: enable Fiber optic for ports 0/1 individually,
131832,TLE,add RCX_TAG_PROFINET_FEATURES,added RCX_TAG_PROFINET_FEATURES 0x30015001,
658322,SYCONNET,PNS: Show IOPS inside address tabel / include IOPS inside CSV file,<p>Show IOPS inside address tabel / include IOPS inside CSV file</p>\r\n,
654067,SYCONNET,Update HilscherHWIdentification to V1.054,<p>NT 151-RE-RE-BRIN added.</p>\r\n,
649338,SYCONNET,Missing signal in gateway signal mapping,"<p>The error occurs in the mapping dialog.</p>\r\n\r\n<p>Steps to reproduce</p>\r\n\r\n<p>- Import GSDML file (GSDML-V2.32-Keyence-SR-2000-20170110.xml)</p>\r\n\r\n<p>- Reload catalog</p>\r\n\r\n<p>- Insert NT 50-XX-XX</p>\r\n\r\n<p>- Open gateway configuration (settings)</p>\r\n\r\n<p>&nbsp; Select X2 Profibus slave</p>\r\n\r\n<p>&nbsp; Select X3 PROFINET IO Controller</p>\r\n\r\n<p>- Close Save and Dialog</p>\r\n\r\n<p>- Insert SR-2000X devices</p>\r\n\r\n<p>- Open gateway configuration</p>\r\n\r\n<p>- Open signal configuration</p>\r\n\r\n<p>--&gt; on the right side Port X3 there is in the module ""Latch and Error Clear Controlbits &lt;Slot10&gt;"" no signal</p>\r\n",
648267,SYCONNET,Update Configuration ScriptFiles,<p>Update Configuration Script files (Hilscher.Script.xml)</p>\r\n\r\n<p>DeviceNet Master</p>\r\n\r\n<p>EtherNet IP Scanner</p>\r\n\r\n<p>EtherCAT Master</p>\r\n,
646255,SYCONNET,Minor gateway fixes,"<ol>\r\n\t<li><b>Poduct code changes:</b>\r\n\r\n\t<p style=""margin-top: 10px; padding: 0px;"">NT 151-RE-RE/ECS/EIS-BRIN: Current: 0x32020F01 --&gt; 0x32021001</p>\r\n\r\n\t<p style=""padding: 0px;"">NT 151-RE-RE/ECS/PNS-BRIN: Current: 0x32021001 --&gt; 0x32020F01</p>\r\n\t</li>\r\n\t<li><b>After lodaing the project the gatway name changed</b></li>\r\n</ol>\r\n\r\n<p style=""padding: 0px;"">&nbsp;</p>\r\n",
644980,SYCONNET,Change included PdiDataStorage component version from 1.000 to 1.0300,<p>Change included PdiDataStorage component version from 1.000 to 1.0300</p>\r\n,
644979,SYCONNET,NT 100-RE-CO: CANOpen Data Mapping malfunction,"<h1 class=""editable-field inactive"" id=""summary-val"" title=""Click to edit"">NT 100-RE-CO: CANOpen Data Mapping malfunction</h1>\r\n",
642567,SYCONNET,Incorrect 'signalAccessPath' values in PDI xml,"<p>In the current SYCON.net version, parts of the PDI XML are generated incorrectly when using a B&amp;R EtherCAT slave.<br>\r\nThe error in the PDI XML means that the corresponding I/O assignments are no longer displayed.</p>\r\n\r\n<p>Steps to reproduce:</p>\r\n\r\n<p>- Import device description file ""BuR_X20BC00G3_ST1.xml"" in SYCON.net<br>\r\n- Project engineering of the netX 100 RE/ECM<br>\r\n- configure the import slave X20BC00G3<br>\r\n- netX 100 RE/ECM export the PDI XML</p>\r\n\r\n<p>==&gt; In the generated XML, all values for ""signalAccessPath"" are incorrect for the ""X20PS9400"" module (e.g. signalAccessPath=""1.4294967288"").</p>\r\n",
642017,SYCONNET,PROFINET IO IRT Controller DTM can not connect to hardware via cifX Device Driver,"<p><b>Test Description:</b></p>\r\n\r\n<div class=""user-content-block"">\r\n<p>Check PROFINET IO IRT Controller DTM operability.</p>\r\n\r\n<p>&nbsp;</p>\r\n\r\n<p><b>Bug Description from Tester:</b><br>\r\nPROFINET IO IRT Controller DTM can not connect to hardware via the latest cifX Device Driver.</p>\r\n\r\n<p>&nbsp;</p>\r\n\r\n<p><b>Steps to reproduce:</b><br>\r\n1. Start SYCON.net and create new project<br>\r\n2. Add PROFINET IO IRT Controller DTM to the root line (CIFX RE/PNM V3)<br>\r\n3. Open PROFINET IO IRT Controller DTM configuration dialog<br>\r\n4. Assign proper hardware to the PROFINET IO IRT Controller DTM via the cifX Device Driver<br>\r\n5. Connect PROFINET IO IRT Controller DTM to the hardware</p>\r\n\r\n<p>&nbsp;</p>\r\n\r\n<p><b>Expected result:</b><br>\r\nPROFINET IO IRT Controller DTM successfully connects to the assigned hardware.</p>\r\n\r\n<p>&nbsp;</p>\r\n\r\n<p><b>Actual result:</b><br>\r\nPROFINET IO IRT Controller DTM can not connect to the assigned hardware - ""Error while establishing connection: The remote procedure call failed."" is reported /see the screen-shots attached below/</p>\r\n</div>\r\n",
639298,SYCONNET,Wrong DAP used for NT 50-DP-EN/DPM/PNS,"<p>If during configuration an NT50-DP-EN<br>\r\nNT 50-DP-EN / DPM / PNS (PROFIBUS Master / PROFINET Device) activates the AutoMapping, the wrong DAP</p>\r\n\r\n<p>is inserted in the configuration of the PROFINET device. The DAP of an NT 100 is inserted.</p>\r\n\r\n<p>&nbsp;</p>\r\n\r\n<p><img alt="""" id=""zaVslkvX"" src=""https://ticket.hilscher.com/plugins/servlet/jeditor_file_provider?imgId=ckupload202005142687416509969560391&amp;fileName=pastedImage.png"" zlink=""""></p>\r\n",
630494,SYCONNET,PROFINET IRT Controller DTM V3: Signal Definitions from PROFINET Device DTM leading to corrupt NXD and PDI XML,"<p>PROFINET IRT Controller DTM V3: Signal Definitions from PROFINET Device DTM leading to corrupt NXD and PDI XM.</p>\r\n\r\n<p><span style=""color:#1F497D;"">See screenshot attached depicting the configuration, signals definitions, messed-up Process Data page contents and messed-up exported PDI XML contents. </span></p>\r\n",
625503,SYCONNET,Missing parameter in driver configuration dialog,"<p>With some Windows systems e.g. Windows 10 (1809) the driver configuration dialog for the netXDriver is not completely displayed.</p>\r\n\r\n<p>The settings for TCP and/or USB are cut off in the lower part of the dialog.</p>\r\n\r\n<p>It is not possible to enter the driver parameters.</p>\r\n\r\n<p>&nbsp;</p>\r\n\r\n<table class=""je-mso-wrapper""><tbody><tr><td><p><span class=""je-pasted-image""><img alt="""" src=""https://ticket.hilscher.com/plugins/servlet/jeditor_file_provider?imgId=ckupload202002191706952228136090719&amp;fileName=pastedImage.png"" zlink=""""></span></p></td></tr></tbody></table>\r\n",
625410,SYCONNET,Update Generic EtherNet/IP Adapter help to revision 10,"<p>Operation instructions manual, Generic DTM for EtherNet/IP Adapter, V1.203: updated to revision 10, CHM, de+en.</p>\r\n",
625408,SYCONNET,Update Generic (EDS) EtherNet/IP Adapter help to revision 6,"<p>Operation instructions manual, Generic DTM from EDS File for EtherNet/IP Adapter, V1.1000: updated to revision 6, CHM, de+en.</p>\r\n",
625404,SYCONNET,Update EtherNet/IP Scanner help to revision 10,"<p>Operation instructions manual, DTM for EtherNet/IP Scanner, V1.1000: updated to revision 10, CHM, de+en.</p>\r\n",
625369,SYCONNET,Update PROFINET IO-Controller V3 help to revision 5,"<p>Operation instructions manual, DTM for PROFINET IO-Controller V3, V1.200: updated to revision 5, CHM, de+en.</p>\r\n",
625053,SYCONNET,NT 151-CCIES-RE/NS failing to load large projects,<p>NT 151-CCIES-RE/NS fails to load projects with many coupler variables.</p>\r\n\r\n<p>&nbsp;</p>\r\n,
623466,SYCONNET,Object Directory Might Not be Loaded,"<p>If the ESI file contains entries of kind 'UnitType', the object dictonary is not loaded in the master user interface page Mailbox - CoE.</p>\r\n",
623359,SYCONNET,Update CC-Link IE Field Basic Slave help to revision 2,"<p>Operation instructions manual, DTM for CC-Link IE Field Basic Slave devices, V1.0: updated to revision 2, CHM, de+en.</p>\r\n",
623357,SYCONNET,Update EtherCAT Slave help to revision 6,"<p>Operation instructions manual, DTM for EtherCAT Slave devices, V1.1100: updated to revision 6, CHM, de+en.</p>\r\n",
623355,SYCONNET,Update PROFIBUS-DP Slave help to revision 13,"<p>Operation instructions manual, DTM for PROFIBUS-DP Slave devices, V1.1100: updated to revision 13, CHM, de+en.</p>\r\n",
623353,SYCONNET,Update PROFINET IO-Device help to revision 14,"<p>Operation instructions manual, DTM for PROFINET IO-Devices, V1.1100: updated to revision 14, CHM, de+en.</p>\r\n",
623301,SYCONNET,Update EtherNet/IP Adapter help to revision 13,"<p>Operation instructions manual, DTM for EtherNet/IP Adapter devices, V1.1100: updated to revision 13, CHM, de+en.</p>\r\n",
621976,SYCONNET,DPS: Wrong output length calculation,"<table class=""je-mso-wrapper""><tbody><tr><td><table class=""je-mso-wrapper""><tbody><tr><td><p><font color=""#2f53a7"">1. Step: Switch to manual input configuration&nbsp;</font><br>\r\n<br>\r\n<br>\r\n<font color=""#2f53a7""><span class=""image-wrap""><span class=""je-pasted-image""><img alt="""" src=""https://ticket.hilscher.com/secure/attachment/424435/424435_image001.png"" style=""margin: 0px; padding: 0px; border: 0px solid black;"" zlink=""""></span></span></font><br>\r\n<br>\r\n<font color=""#2f53a7"">2. Step: </font><font color=""#2f53a7"">Apply the length of input and output are correct calculated</font><br>\r\n<font color=""#2f53a7"">3. Step</font><font color=""#2f53a7"">: Close the dialog (with button &lt;OK&gt;)</font><br>\r\n<font color=""#2f53a7"">4.&nbsp;</font><font color=""#2f53a7"">Step: Opne the dialog again<br>\r\n<br>\r\n=&gt; Length informatin are not correct</font><br>\r\n<br>\r\n<font color=""#2f53a7""><span class=""image-wrap""><span class=""je-pasted-image""><img alt="""" src=""https://ticket.hilscher.com/secure/attachment/424436/424436_image002.png"" style=""margin: 0px; padding: 0px; border: 0px solid black;"" zlink=""""></span></span></font><br>\r\n</p></td></tr></tbody></table></td></tr></tbody></table>\r\n",
620550,SYCONNET,ParameterizationSpeedUp value not correct,"<p>The previous implementation was not correct.</p>\r\n\r\n<p>ParameterizationSpeedUp is independent of the activation of FSU.</p>\r\n\r\n<p>But, the feature ParameterizationSpeedUp should only be activated if FSU is available !</p>\r\n",
619871,SYCONNET,Error during import device description file,"<p>An error message appears when opening the import dialog of a device description file.</p>\r\n\r\n<p><img alt="""" id=""ftnFShoP"" src=""https://ticket.hilscher.com/plugins/servlet/jeditor_file_provider?imgId=ckupload202001106736789188109054076&amp;fileName=pastedImage.png"" zlink=""""></p>\r\n",
619530,SYCONNET,EtherNet/IP invalid configuration length in case 0 bits are referenced,"<p>In the case that&nbsp;0 bits are referenced inside the configuration lenght description the size of&nbsp;&nbsp;a referenced parameter value is not relevant.</p>\r\n\r\n<p>The size should be 0 or the Config data not available as assembly.</p>\r\n\r\n<table class=""je-mso-wrapper""><tbody><tr><td><p><span class=""je-pasted-image""><img alt="""" src=""https://ticket.hilscher.com/plugins/servlet/jeditor_file_provider?imgId=ckupload201911125791858163595635298&amp;fileName=pastedImage.png"" zlink=""""></span></p></td></tr></tbody></table>\r\n\r\n<p>&nbsp;</p>\r\n\r\n<table class=""je-mso-wrapper""><tbody><tr><td><table class=""je-mso-wrapper""><tbody><tr><td><p><span class=""je-pasted-image""><span class=""je-pasted-image""><img alt="""" height=""571"" src=""https://ticket.hilscher.com/plugins/servlet/jeditor_file_provider?imgId=ckupload201911122195305655757258582&amp;fileName=pastedImage.png"" width=""662"" zlink=""""></span></span></p></td></tr></tbody></table></td></tr></tbody></table>\r\n\r\n<p><span class=""je-pasted-image""><span class=""je-pasted-image"">&nbsp;</span></span></p>\r\n\r\n<table class=""je-mso-wrapper""><tbody><tr><td><table class=""je-mso-wrapper""><tbody><tr><td><p><span class=""je-pasted-image""><span class=""je-pasted-image""><img alt="""" height=""89"" src=""https://ticket.hilscher.com/plugins/servlet/jeditor_file_provider?imgId=ckupload201911121098073733634104134&amp;fileName=pastedImage.png"" width=""259"" zlink="""">&nbsp;</span></span></p></td></tr></tbody></table></td></tr></tbody></table>\r\n\r\n<p>&nbsp;</p>\r\n\r\n<p>&nbsp;</p>\r\n\r\n<table class=""je-mso-wrapper""><tbody><tr><td><table class=""je-mso-wrapper""><tbody><tr><td><p><span class=""je-pasted-image""><span class=""je-pasted-image""><img alt="""" height=""163"" src=""https://ticket.hilscher.com/plugins/servlet/jeditor_file_provider?imgId=ckupload201911125017002181511858764&amp;fileName=pastedImage.png"" width=""499"" zlink=""""></span></span></p></td></tr></tbody></table></td></tr></tbody></table>\r\n\r\n<p>&nbsp;</p>\r\n",
618721,SYCONNET,User Interface Mailbox/CoE Shows Wrong Entry in Field Subindex,"<p>The subindex field is not updated to '00' (see steps to reproduce).</p>\r\n\r\n<p>Side effects to be solved:</p>\r\n\r\n<ul>\r\n\t<li>The comment field is not filled from the 'Name' column</li>\r\n\t<li>If the selected index is read only, the SDO fields should be set to empty</li>\r\n\t<li>The 'Data, hexBinary' field is filled with the 'Value' of the selected index, without converting to a valid hex value. Trying to 'Add CoE Starup Command' results in a format error</li>\r\n</ul>\r\n",
618712,SYCONNET,Invalid value in CSP+ file,"<p style=""margin-top: 10px; padding: 0px;"">Check the CSP+ file format</p>\r\n\r\n<p style=""padding: 0px;"">Profile Creation Support Tool reports ""The value is invalid"" error, when checking the NT151 device descriptor file contents.</p>\r\n\r\n<p style=""padding: 0px;"">&nbsp;</p>\r\n",
613115,SYCONNET,NT151 PNS/CCLIES device description creation,"<p>1st problem</p>\r\n\r\n<p>Incorrect format of Vendor Code value is set in DeviceInfo, CommInfo and BlockInfo section of NT151 Device description file. Expected format of the Vendor Code value is ""WORD"" but the returned value here is ""DECIMAL"" format. Check of descriptor file issued by Profile Creation tool returns multiple Errors like -&nbsp; **Error** DeviceSection section, DeviceInfo part, [No2, DATA item]: The type of value is different from the type specified in DATATYPE item.</p>\r\n\r\n<p>2nd problem</p>\r\n\r\n<p>Profile Creation Support Tool reports ""The value is invalid"" error, when checking the NT151 device descriptor file contents.</p>\r\n",
612978,SYCONNET,IP Address info as property in PDI (controller),"<p>PROFINET Controller DTM: Add IP Address info as property to the PDI XML.</p>\r\n\r\n<p>Refer to the Property ID = 6500 in the document ""Element Property Explained.pdf""</p>\r\n\r\n<p>&nbsp;</p>\r\n",
611974,SYCONNET,Parameter data not in slave configuration ,"<p>A ""Parameter Configuration"" for the DevcieNet Standalone Slave DTM is not useful because the parameter data are not part of the configuration database. In principle, SYCON.net offers the possibility to connect the DevcieNet-Standalone-Slave directly to the DeviceNet Master DTM. In this case, the parameter data would then be transferred to the DeviceNet Master DTM, which then parameterizes the slave during commissioning.</p>\r\n\r\n<p>The ""Parameter Configuration"" page is deactivated in case the DeviceNet Standalone Slave DTM is not connected to the Master.</p>\r\n",
610530,SYCONNET,Wrong PDO Index entry,"<p>When configuring a 2-axis drive with SYCON.net, a configuration error occurs.</p>\r\n\r\n<p>The drive is a modular slave and the 2nd axis is configured by inserting another module into the slave configuration.</p>\r\n\r\n<p>The module is inserted on slot 3.If this configuration is now loaded, the slave supplies the same values for both axes.&nbsp;</p>\r\n\r\n<p>The slave supplies the same data for both axes because the PDO index for the 2nd module was not adapted.<br>\r\nThis should be done via ""DependOnSlot"" from the ENI file.</p>\r\n",
610452,SYCONNET,IP Address info as property in PDI (device),"<p>PROFINET IO device DTMs: Add IP Address info as property to the PDI XML.</p>\r\n\r\n<p>Refer to the Property ID = 6500 in the document ""Element Property Explained.pdf""</p>\r\n\r\n<p>&nbsp;</p>\r\n",
608672,SYCONNET,Change default values for netTAP 50/100/151 and netBRICK devices,"<p><b>netTAP 151</b></p>\r\n\r\n<ul>\r\n\t<li>\r\n\t<p style=""background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; margin-top: 10px;""><span style=""background-color: transparent;"">Change the default Bus startup for Open Modbus/TCP from ""Automatic"" to </span><span style=""background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal;"">""Application controlled""</span><span style=""background-color: transparent;"">.</span></p>\r\n\t</li>\r\n\t<li>\r\n\t<p style=""background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; margin-top: 10px;""><span style=""background-color: transparent;"">Wrong order number for Profinet</span></p>\r\n\t</li>\r\n\t<li>\r\n\t<p style=""background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; margin-top: 10px;""><span style=""background-color: transparent;"">Wrong Product Code for POWERLINK</span></p>\r\n\t</li>\r\n\t<li>\r\n\t<p style=""background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; margin-top: 10px;"">Wrong Device Id for ECS</p>\r\n\t</li>\r\n\t<li>\r\n\t<p style=""background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; margin-top: 10px;"">Wrong Device Id for EIS</p>\r\n\t</li>\r\n</ul>\r\n\r\n<p><b>netTAP 100</b></p>\r\n\r\n<ul>\r\n\t<li>Change Product name from ""Generic Device"" to&nbsp; ""NT 100-RE/EIS""</li>\r\n</ul>\r\n\r\n<div><b>netTAP 50</b></div>\r\n\r\n<div>\r\n<div>\r\n<ul>\r\n\t<li>Change Product name from ""Generic Device"" to&nbsp; ""NT 50-EN/EIS""</li>\r\n</ul>\r\n</div>\r\n\r\n<div><b>netBRICK</b></div>\r\n\r\n<div>\r\n<div>\r\n<ul>\r\n\t<li>Change Product name from ""Generic Device"" to&nbsp; ""NB 100-RE/EIS""</li>\r\n</ul>\r\n</div>\r\n</div>\r\n</div>\r\n",
607150,SYCONNET,Update EDS Files for NT50 gateways,<p>Update EDS Files for NT50 gateways</p>\r\n,
607102,SYCONNET,Update EDS Files for NT100 gateways,<p>Update a Electronic datasheets for all NT 100 gateways</p>\r\n,
604876,SYCONNET,New protocol classes added,<p>HIL_COMM_CLASS_IO_CONTROLLER_SYSTEM_REDUNDANCY 0x0019<br>\r\n-&gt; IO-Controller with System Redundancy</p>\r\n\r\n<p>HIL_COMM_CLASS_IO_DEVICE_SYSTEM_REDUNDANCY 0x001A<br>\r\n-&gt; IO-Device with System Redundancy</p>\r\n,
603906,SYCONNET,Add ASCII DTM help (revision 1),"<p>Operation instructions manual, ASCII DTM, Configuration of ASCII settings and parameters: revision 1 added, CHM, de+en.</p>\r\n",
603593,SYCONNET,Update EtherCAT Slave help to revision 5,"<p>Operation instructions manual, DTM for EtherCAT Slave devices, V1.1000: updated to revision 3, CHM, de+en.</p>\r\n",
602508,SYCONNET,PROFIBUS Generic Slave DTM: Cannot configure modules for ET200SP,"<p>PROFIBUS Generic Slave DTM: Cannot configure modules for ET200SP.</p>\r\n\r\n<p>GSD doesn\'t define Min/Max ranges for parameter values. These are per spec optional and valid (use data type ranges if not explicitely specified).</p>\r\n\r\n<p><span style=""font-family:calibri,sans-serif;""><span style=""font-size:11.0pt;""><span class=""je-pasted-image""></span></span></span></p>\r\n",
600305,SYCONNET,Change UCMM (Unconnected Message Manager) default value,<p>The default value for the UCMM (Unconnected Message Manager) support of a device is changed from TRUE to FALSE.&nbsp;</p>\r\n,
600136,SYCONNET,Update gateway combinations,"<p><b>The following NT 100 gateway combinations are changed</b></p>\r\n\r\n<ul>\r\n\t<li>OMB -&gt; OMB V3</li>\r\n\t<li>PNS -&gt; PNS V4</li>\r\n\t<li>ECS -&gt; ECS V3</li>\r\n\t<li>PLS -&gt; PLS V3</li>\r\n\t<li>ECM -&gt; ECM V4</li>\r\n\t<li>PNM -&gt; PNM V3 (IRT)</li>\r\n</ul>\r\n\r\n<p><b>The following NT 151 gateway combinations are added</b></p>\r\n\r\n<ul>\r\n\t<li style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-family: arial, sans-serif;"">OMB-OMB</span></li>\r\n\t<li style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-family: arial, sans-serif;"">OMB-PNM</span></li>\r\n\t<li style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-family: arial, sans-serif;"">OMB-EIM</span></li>\r\n\t<li style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-family: arial, sans-serif;"">OMB-S3M</span></li>\r\n</ul>\r\n\r\n<p>&nbsp;</p>\r\n",
599904,SYCONNET,DeviceNet Master Diagnostic reset crashs,"<p>After pressing the reset button the whole application crashs with the following error:</p>\r\n\r\n<p>&nbsp;</p>\r\n\r\n<table class=""je-mso-wrapper""><tbody><tr><td><p><span class=""je-pasted-image""><img alt="""" src=""https://ticket.hilscher.com/plugins/servlet/jeditor_file_provider?imgId=ckupload20190722162395161317914720&amp;fileName=latest+version_err.JPG"" zlink=""""></span></p></td></tr></tbody></table>\r\n",
596379,SYCONNET,"Invalid ""min size"" check for float32 parameter values","<p>Invalid ""min size"" check for float32 parameter values</p>\r\n",
593995,SYCONNET,Station address can be changed,"<p>If the configuration of an ASi slave is opened, the ""Device Address"" can be changed, but this has no effect. The address is not stored. Changing the address is only possible via the corresponding master configuration, which is also described in the help.</p>\r\n\r\n<p>The change of the station address should be prevented in the ASi slave configuration.</p>\r\n",
592059,SYCONNET,Update PROFIBUS DP Master help to revision 25,"<p>Operation instructions manual, DTM for PROFIBUS DP Master devices, V2.1000: updated to revision 25, CHM, de+en+fr. German and English updated. French added.</p>\r\n",
590140,SYCONNET,Update HilscherHWIdentification to V1.051,"<p>netX 4000 (COM CPU) HIF-SDRAM, 0x0043: Device CIFX PCIE4000-2RE added.</p>\r\n",
584671,SYCONNET,PROFINET database MD5 change,<p>Configuration database md5 always changes for devices with FSU support</p>\r\n,
583210,SYCONNET,Update HilscherHWIdentification to V1.050,"<p>netX 4000 (COM CPU), 0x003A: Device CIFX PCIE4000-RE removed.<br>\r\nnetX 4000 (COM CPU) HIF-SDRAM, 0x0043: Device CIFX PCIE4000-RE added.<br>\r\nnetX 90 (COM CPU) HIF-SDRAM, 0x0045: Devices CIFX M223090AE and CIFX M223090AE-RE\\F added.</p>\r\n",
580404,SYCONNET,Add devcie parameter information,<p>Add new Device Parameter in DeviceParameter .XML</p>\r\n\r\n<p>new Protocol Classes and Communication Classes</p>\r\n,
579564,SYCONNET,Update HilscherHWIdentification to V1.048,<p>Device classes added for</p>\r\n\r\n<p>netX 4000 (COM CPU)</p>\r\n\r\n<p>netX 90 (COM CPU)</p>\r\n\r\n<p>netX 4000 (COM CPU) HIF-SDRAM</p>\r\n\r\n<p>netX 4000 (COM CPU) MEM-SDRAM</p>\r\n\r\n<p>netX 90 (COM CPU) HIF-SDRAM</p>\r\n,
